,index,Year,SegDir,Segment,Direction,Period,Hours/Day,Peak,4Periods,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,MinToll,MinCapture,AADT Lights,AADT MediumA,AADT MediumB,AADT HeavyA,AADT HeavyB,GrowthFactor,GrowthFactor_medium,GrowthFactor_heavy,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,Min Speed,B1,B2,TotalLights,TotalMediumA,TotalMediumB,TotalHeavyA,TotalHeavyB,TotalVeh,Corridor PCE pre-fix,Suppressed ratio ref,Max VC,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeMediumA,InScopeMediumB,InScopeHeavyA,InScopeHeavyB,InScopeVeh,TollLights,TollMediumA,TollMediumB,CaptureRateLights,CaptureRateMediumA,VOT Lights,VOT MediumA,Speed GP Real,Speed ML Real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_MediumA,GPVeh_MediumA,MLVeh,GPVeh,GPVehDay,ML PCE,ML V/C,ML Volume,ML PCE Total,GP PCE,GP Volume,GP PCE Total,Highway PCE,Highway Volume,Highway PCE Total,Highway V/C,TollLightsPerSeg,TollMediumAPerSeg,TollBlend,RevenuePerHour,RevenuePerHourLights,RevenuePerHourMediumA,RevenuePerDay,RevenuePerDayLights,RevenuePerDayMediumA,TransactionsDay_Lights,TransactionsDay_MediumA,TransactionsDay,TransactionsLightsLength,TransactionsMediumALength,TotalVeh_hours,Difference in Travel Time,Implied Min VOT
0,0,2025,1NB,1,NB,Night,8,OP,NT,3.0,70,12000,1,8,75,1800,1,4,0.05,0.01,2238.0,0.0,277.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.17391304347826086,0.17391304347826086,30,4.103,0.708,2238.0,0.0,277.0,0.0,0.0,2515.0,3069.0,1.0,1.2,0.19673076923076924,3069.0,0.0,1.0,67.14,1628.145,0.0,207.75,0.0,0.0,1886.25,0.107070561,0.5353528049999999,,0.17391299471543323,0.17391297796953656,97.50611630368888,487.5305815184444,69.99940939205153,74.89257945227622,0.0,2.4034423879698434,2.5714502674138147,-0.16800787944397122,2.9723499783423925e-05,283.155572780959,1887.7044272190408,0.0,0.0,283.155572780959,2164.7044272190406,17317.635417752324,283.155572780959,0.15730865154497722,2265.244582247672,6795.733746743016,2718.7044272190406,21749.635417752324,65248.90625325697,3001.8599999999997,24014.879999999997,72044.63999999998,0.25015499999999996,0.32121168299999997,1.6060584149999997,0.107070561,90.95287808380083,90.95287808380083,0.0,727.6230246704066,727.6230246704066,0.0,2265.244582247672,0.0,2265.244582247672,6795.733746743016,0.0,20120.0,-0.06533584630160545,38.23769266811329
1,1,2025,1NB,1,NB,AM-Early,1,OP,AM,3.0,70,12000,1,8,75,1800,1,4,0.05,0.01,1841.0,0.0,228.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.17391304347826086,0.17391304347826086,30,4.155,0.715,1841.0,0.0,228.0,0.0,0.0,2069.0,2525.0,1.0,1.2,0.16185897435897437,2525.0,0.0,1.0,55.23,1339.3274999999999,0.0,171.0,0.0,0.0,1551.75,0.154130142,0.77065071,,0.1396233368053594,0.13962333675633212,138.19136063572225,690.9568031786112,69.9998546546367,74.97541045987808,0.0,2.400787123350584,2.5714339106570847,-0.1706467873065005,7.314743063323651e-06,187.00137462517998,1598.76862537482,0.0,0.0,187.00137462517998,1826.76862537482,1826.76862537482,187.00137462517998,0.10388965256954444,187.00137462517998,561.0041238755399,2282.7686253748197,2282.7686253748197,6848.305876124459,2469.7699999999995,2469.7699999999995,7409.3099999999995,0.20581416666666663,0.462390426,2.31195213,0.154130142,86.46764527552257,86.46764527552257,0.0,86.46764527552257,86.46764527552257,0.0,187.00137462517998,0.0,187.00137462517998,561.0041238755399,0.0,2069.0,-0.06636250171519856,54.19269044538127
2,2,2025,1NB,1,NB,AM-Peak,2,Peak,AM,3.0,70,12000,1,8,75,1800,1,4,0.05,0.01,4183.0,0.0,517.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.17391304347826086,0.17391304347826086,30,4.155,0.715,4183.0,0.0,517.0,0.0,0.0,4700.0,5734.0,1.0,1.2,0.36756410256410255,5734.0,0.0,1.0,125.49,3043.1325,0.0,387.75,0.0,0.0,3525.0,0.152579241,0.762896205,,0.12459061457132149,0.12459061822758863,145.31783844549804,726.5891922274902,69.89011282444204,74.53952226576463,1.2441349555978907,2.4148263166783464,2.5754715899821843,-0.16064527330383793,0.005538935418449884,379.145748396962,3678.364251603038,0.0,0.0,379.145748396962,4195.364251603038,8390.728503206075,379.145748396962,0.2106365268872011,758.291496793924,2274.874490381772,5229.364251603038,10458.728503206075,31376.185509618226,5608.509999999999,11217.019999999999,33651.06,0.46737583333333327,0.45773772300000004,2.288688615,0.152579241,173.54931155635632,173.54931155635632,0.0,347.09862311271263,347.09862311271263,0.0,758.291496793924,0.0,758.291496793924,2274.874490381772,0.0,9400.0,-0.06237509042176978,56.9873876256855
3,3,2025,1NB,1,NB,AM-Shoulder,1,OP,AM,3.0,70,12000,1,8,75,1800,1,4,0.05,0.01,4812.0,0.0,595.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.17391304347826086,0.17391304347826086,30,4.155,0.715,4812.0,0.0,595.0,0.0,0.0,5407.0,6597.0,1.0,1.2,0.42288461538461536,6597.0,0.0,1.0,144.35999999999999,3500.7300000000005,0.0,446.25,0.0,0.0,4055.25,0.158785562,0.79392781,,0.11701988564121991,0.11701989162746491,149.28571041198333,746.4285520599167,69.65204861258869,74.33292087875226,0.9975645922669172,2.4215381001051473,2.58427431188962,-0.16273621178447284,0.017598664431637052,409.65502426078785,4257.984975739212,0.0,0.0,409.65502426078785,4852.984975739212,4852.984975739212,409.65502426078785,0.2275861245893266,409.65502426078785,1228.9650727823637,6042.984975739212,6042.984975739212,18128.954927217637,6452.64,6452.64,19357.920000000002,0.53772,0.476356686,2.38178343,0.158785562,195.1419097601185,195.1419097601185,0.0,195.1419097601185,195.1419097601185,0.0,409.65502426078785,0.0,409.65502426078785,1228.9650727823637,0.0,5407.0,-0.06297172519022573,58.5434158478366
4,4,2025,1NB,1,NB,MD,5,OP,MD,3.0,70,12000,1,8,75,1800,1,4,0.05,0.01,5111.0,0.0,632.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.17391304347826086,0.17391304347826086,30,4.136,0.708,5111.0,0.0,632.0,0.0,0.0,5743.0,7007.0,1.0,1.2,0.44916666666666666,7007.0,0.0,1.0,153.32999999999998,3718.2525,0.0,474.0,0.0,0.0,4307.25,0.37750232,1.8875116,,0.01629911926628039,0.01629912282426141,284.00555117720734,1420.0277558860366,69.12846837821836,74.98503744380517,2.208066994390421,2.4004788973386124,2.6038476509442825,-0.20336875360567008,0.04441413893652453,60.60424095964523,4897.065759040355,0.0,0.0,60.60424095964523,5529.065759040355,27645.328795201778,60.60424095964523,0.03366902275535846,303.02120479822617,909.0636143946786,6793.065759040355,33965.32879520178,101895.98638560533,6853.67,34268.350000000006,102805.05,0.5711391666666666,1.13250696,5.6625348,0.37750232,68.6347246923153,68.6347246923153,0.0,343.17362346157654,343.17362346157654,0.0,303.02120479822617,0.0,303.02120479822617,909.0636143946786,0.0,28715.0,-0.07810316918192914,111.37472595184602
5,5,2025,1NB,1,NB,PM-Shoulder,1,OP,PM,3.0,70,12000,1,8,75,1800,1,4,0.05,0.01,6757.0,0.0,835.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.17391304347826086,0.17391304347826086,30,4.135,0.592,6757.0,0.0,835.0,0.0,0.0,7592.0,9262.0,1.0,1.2,0.5937179487179487,9262.0,0.0,1.0,202.70999999999998,4915.7175,0.0,626.25,0.0,0.0,5694.0,1.290270372,6.45135186,,0.010000530314165017,0.010000566210970268,410.52657280175447,2052.6328640087722,62.46110015480696,74.97125852546579,3.0134833355844943,2.400920079777755,2.881793621211895,-0.4808735414341401,0.42520011820315395,49.15978187462147,6505.130218125379,0.0,0.0,49.15978187462147,7340.130218125379,7340.130218125379,49.15978187462147,0.027310989930345263,49.15978187462147,147.47934562386442,9010.130218125378,9010.130218125378,27030.390654376133,9059.289999999999,9059.289999999999,27177.87,0.7549408333333333,3.8708111159999996,19.35405558,1.290270372,190.2882301404201,190.2882301404201,0.0,190.2882301404201,190.2882301404201,0.0,49.15978187462147,0.0,49.15978187462147,147.47934562386442,0.0,7592.0,-0.16686605796285855,160.99081286343312
6,6,2025,1NB,1,NB,PM-Peak,3,Peak,PM,3.0,70,12000,1,8,75,1800,1,4,0.05,0.01,6670.0,0.0,824.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.17391304347826086,0.17391304347826086,30,4.135,0.592,6670.0,0.0,824.0,0.0,0.0,7494.0,9142.0,1.0,1.2,0.586025641025641,9142.0,0.0,1.0,200.1,4852.424999999999,0.0,618.0,0.0,0.0,5620.5,1.093046422,5.4652321100000005,,0.010000974884577886,0.010000198039486494,371.49467855482965,1857.4733927741484,63.134755184729684,74.97270895409869,4.647465301510656,2.400873631366358,2.8510445549892043,-0.45017092362284616,0.38307389747806714,48.52898055429784,6421.371019445702,0.0,0.0,48.52898055429784,7245.371019445702,21736.113058337105,48.52898055429784,0.026960544752387686,145.5869416628935,436.7608249886805,8893.371019445702,26680.113058337105,80040.33917501132,8941.9,26825.699999999997,80477.1,0.7451583333333333,3.279139266,16.39569633,1.093046422,159.1332856745485,159.1332856745485,0.0,477.3998570236455,477.3998570236455,0.0,145.5869416628935,0.0,145.5869416628935,436.7608249886805,0.0,22482.0,-0.15789683919006686,145.68418766856064
7,7,2025,1NB,1,NB,PM-Late,3,OP,PM,3.0,70,12000,1,8,75,1800,1,4,0.05,0.01,6393.0,0.0,790.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.17391304347826086,0.17391304347826086,30,4.135,0.592,6393.0,0.0,790.0,0.0,0.0,7183.0,8763.0,1.0,1.2,0.5617307692307693,8763.0,0.0,1.0,191.79,4650.9075,0.0,592.5,0.0,0.0,5387.25,0.170362894,0.8518144699999999,,0.12458312534811362,0.12458313103069256,123.61935106817243,618.096755340862,66.87150243556749,72.55500318396385,1.2168579176980558,2.4808764675209014,2.6917295625806354,-0.21085309505973404,0.16481235787832835,579.4245920549818,5621.785407945018,0.0,0.0,579.4245920549818,6411.785407945018,19235.356223835053,579.4245920549818,0.32190255114165656,1738.2737761649453,5214.821328494836,7991.785407945018,23975.356223835053,71926.06867150516,8571.21,25713.629999999997,77140.88999999998,0.7142674999999999,0.511088682,2.5554434099999996,0.170362894,296.1373510717683,296.1373510717683,0.0,888.4120532153049,888.4120532153049,0.0,1738.2737761649453,0.0,1738.2737761649453,5214.821328494836,0.0,21549.0,-0.07833368477685528,48.478176889479386
8,8,2025,1SB,1,SB,Night,8,OP,NT,3.0,70,12000,1,8,75,1800,1,4,0.05,0.01,1637.0,0.0,202.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.17391304347826086,0.17391304347826086,30,4.103,0.708,1637.0,0.0,202.0,0.0,0.0,1839.0,2243.0,1.0,1.2,0.1437820512820513,2243.0,0.0,1.0,49.11,1190.9175,0.0,151.5,0.0,0.0,1379.25,0.134223639,0.671118195,,0.16569298190188692,0.16569298019105477,120.38546210838166,601.9273105419085,69.99995007270647,74.97365852906192,0.0,2.4008432232265533,2.5714304054937234,-0.17058718226717007,2.512669258583622e-06,197.3266717741404,1390.5633282258598,0.0,0.0,197.3266717741404,1592.5633282258598,12740.506625806878,197.3266717741404,0.10962592876341133,1578.6133741931233,4735.84012257937,1996.5633282258598,15972.506625806878,47917.51987742064,2193.8900000000003,17551.120000000003,52653.36000000001,0.1828241666666667,0.402670917,2.013354585,0.134223639,79.45771187185113,79.45771187185113,0.0,635.661694974809,635.661694974809,0.0,1578.6133741931233,0.0,1578.6133741931233,4735.84012257937,0.0,14712.0,-0.06633941245414213,47.20998514054183
9,9,2025,1SB,1,SB,AM-Early,1,OP,AM,3.0,70,12000,1,8,75,1800,1,4,0.05,0.01,4573.0,0.0,565.0,0.0,0.0,1.0,1.0,1.0,3.66,1.83,0.17391304347826086,0.17391304347826086,30,4.155,0.715,4573.0,0.0,565.0,0.0,0.0,5138.0,6268.0,1.0,1.2,0.4017948717948718,6268.0,0.0,1.0,137.19,3326.8575,0.0,423.75,0.0,0.0,3853.5,0.723063505,3.615317525,,0.010000549452560747,0.010000559200451632,598.3497384844417,2991.748692422208,69.63026627262711,74.9939684301985,2.0393307642855243,2.4001930257569586,2.5850827468508646,-0.184889721093906,0.018706220328541464,33.27040295037261,4402.539597049627,0.0,0.0,33.27040295037261,4967.539597049627,4967.539597049627,33.27040295037261,0.018483557194651452,33.27040295037261,99.81120885111784,6097.539597049627,6097.539597049627,18292.61879114888,6130.81,6130.81,18392.43,0.5109008333333334,2.1691905150000004,10.845952575,0.723063505,72.1698425101763,72.1698425101763,0.0,72.1698425101763,72.1698425101763,0.0,33.27040295037261,0.0,33.27040295037261,99.81120885111784,0.0,5138.0,-0.0715217806157802,234.64695626840847
